movieId,title,genres,year
35957,Red Eye (2005),Horror|Thriller,2005.0
36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller,2005.0
36392,Supercross (2005),Action,2005.0
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,2005.0
36401,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,2005.0
36477,"Baxter, The (2005)",Comedy|Drama|Romance,2005.0
36509,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,2005.0
36511,Undiscovered (2005),Comedy|Drama|Romance,2005.0
36513,Dirty Deeds (2005),Comedy,2005.0
36517,"Constant Gardener, The (2005)",Drama|Thriller,2005.0
36519,Transporter 2 (2005),Action|Crime|Thriller,2005.0
36523,Margaret Cho: Assassin (2005),Comedy,2005.0
36525,Just Like Heaven (2005),Comedy|Fantasy|Romance,2005.0
36527,Proof (2005),Drama,2005.0
36529,Lord of War (2005),Action|Crime|Drama|Thriller|War,2005.0
36531,Venom (2005),Horror|Thriller,2005.0
36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller,2005.0
36535,Everything Is Illuminated (2005),Comedy|Drama,2005.0
36537,Thumbsucker (2005),Comedy|Drama,2005.0
36539,"Thing About My Folks, The (2005)",Comedy,2005.0
36708,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,2005.0
36799,Sometimes in April (2005),Drama|War,2005.0
37240,Why We Fight (2005),Documentary,2005.0
37380,Doom (2005),Action|Horror|Sci-Fi,2005.0
37382,Domino (2005),Crime|Drama|Thriller,2005.0
37384,Waiting... (2005),Comedy,2005.0
37386,Aeon Flux (2005),Action|Sci-Fi,2005.0
37475,"Unfinished Life, An (2005)",Drama,2005.0
37477,"Man, The (2005)",Action|Comedy|Crime,2005.0
37653,Zozo (2005),Drama,2005.0
37720,"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller,2005.0
37727,Flightplan (2005),Action|Drama|Thriller,2005.0
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,2005.0
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,2005.0
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,2005.0
37736,Oliver Twist (2005),Drama,2005.0
37739,"Greatest Game Ever Played, The (2005)",Drama,2005.0
37741,Capote (2005),Crime|Drama,2005.0
37837,Côte d'Azur (Crustacés et coquillages) (2005),Comedy|Musical|Romance,2005.0
37844,Roll Bounce (2005),Comedy|Drama|Romance,2005.0
37846,Daltry Calhoun (2005),Comedy|Drama,2005.0
37853,Into the Blue (2005),Action|Adventure|Crime|Thriller,2005.0
37855,"Prize Winner of Defiance Ohio, The (2005)",Drama,2005.0
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy,2005.0
37957,4 (2005),Drama,2005.0
38001,Man to Man (2005),Drama,2005.0
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,2005.0
38046,Seven Swords (Chat gim) (2005),Action|Drama,2005.0
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,2005.0
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,2005.0
38188,Bubble (2006),Crime|Drama|Mystery,2006.0
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,2005.0
38304,No Direction Home: Bob Dylan (2005),Documentary,2005.0
38388,Goal! The Dream Begins (Goal!) (2005),Drama,2005.0
38435,Forty Shades of Blue (2005),Drama,2005.0
38600,Factotum (2005),Drama,2005.0
38701,Don't Come Knocking (2005),Drama|Western,2005.0
38798,In Her Shoes (2005),Comedy|Drama,2005.0
38824,Mother of Mine (Äideistä parhain) (2005),Drama,2005.0
38886,"Squid and the Whale, The (2005)",Comedy|Drama,2005.0
38992,Two for the Money (2005),Drama,2005.0
38994,Separate Lies (2005),Drama|Romance|Thriller,2005.0
39052,Star Wreck: In the Pirkinning (2005),Action|Comedy|Sci-Fi,2005.0
39183,Brokeback Mountain (2005),Drama|Romance,2005.0
39231,Elizabethtown (2005),Comedy|Drama|Romance,2005.0
39234,North Country (2005),Drama,2005.0
39292,"Good Night, and Good Luck. (2005)",Crime|Drama,2005.0
39307,Dreamer: Inspired by a True Story (2005),Children|Drama,2005.0
39381,"Proposition, The (2005)",Crime|Drama|Western,2005.0
39390,"Gospel, The (2005)",Drama,2005.0
39400,"Fog, The (2005)",Action|Horror|Mystery|Thriller,2005.0
39402,Loggerheads (2005),Drama,2005.0
39408,Left Behind: World at War (2005),Drama,2005.0
39410,Protocols of Zion (2005),Documentary,2005.0
39412,Living 'til the End (2005),Drama,2005.0
39414,Shopgirl (2005),Comedy|Drama|Romance,2005.0
39416,Kids in America (2005),Comedy|Drama,2005.0
39419,Where the Truth Lies (2005),Drama|Thriller,2005.0
39425,Emmanuel's Gift (2005),Documentary,2005.0
39427,Stay (2005),Thriller,2005.0
39429,Confess (2005),Drama|Thriller,2005.0
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,2005.0
39441,New York Doll (2005),Documentary,2005.0
39444,"Weather Man, The (2005)",Comedy|Drama,2005.0
39446,Saw II (2005),Horror|Thriller,2005.0
39449,Prime (2005),Comedy|Drama|Romance,2005.0
39703,Little Fish (2005),Crime|Drama|Romance|Thriller,2005.0
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,2005.0
39796,Empire of the Wolves (L'empire des loups) (2005),Action|Drama|Thriller,2005.0
39801,"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure|Comedy|Fantasy|Horror,2005.0
39857,Nordkraft (2005),Crime|Drama|Romance,2005.0
39869,Manderlay (2005),Drama,2005.0
39886,Nine Lives (2005),Drama,2005.0
40148,Revolver (2005),Crime|Drama|Thriller,2005.0
40278,Jarhead (2005),Action|Drama|War,2005.0
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,2005.0
40342,Romance & Cigarettes (2005),Comedy|Drama|Musical|Romance,2005.0
40414,Joyeux Noël (Merry Christmas) (2005),Drama|War,2005.0
40574,Get Rich or Die Tryin' (2005),Action|Crime|Drama,2005.0
40581,Just Friends (2005),Comedy|Romance,2005.0
40583,Syriana (2005),Drama|Thriller,2005.0
40614,Derailed (2005),Drama|Thriller,2005.0
40629,Pride & Prejudice (2005),Drama|Romance,2005.0
40679,Keep Your Distance (2005),Drama|Mystery|Romance,2005.0
40681,Edison Force (a.k.a. Edison) (2005),Crime|Drama|Thriller,2005.0
40723,Wolf Creek (2005),Crime|Horror|Thriller,2005.0
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller,2005.0
40752,Takeshis' (2005),Comedy|Drama,2005.0
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,2005.0
40819,Walk the Line (2005),Drama|Musical|Romance,2005.0
40826,Rent (2005),Drama|Musical|Romance,2005.0
40851,Zathura (2005),Action|Adventure|Children|Fantasy,2005.0
40870,C.R.A.Z.Y. (2005),Drama,2005.0
40887,Lonesome Jim (2005),Drama|Romance,2005.0
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical,2005.0
40952,Bee Season (2005),Drama,2005.0
40955,Breakfast on Pluto (2005),Comedy|Drama,2005.0
40959,"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller,2005.0
40962,"Yours, Mine and Ours (2005)",Comedy|Romance,2005.0
40964,In the Mix (2005),Comedy|Crime|Romance,2005.0
40969,First Descent (2005),Documentary,2005.0
41285,Match Point (2005),Crime|Drama|Romance,2005.0
41425,"Dying Gaul, The (2005)",Drama|Romance,2005.0
41434,After Innocence (2005),Crime|Documentary,2005.0
41527,Paradise Now (2005),Crime|Drama|Thriller|War,2005.0
41564,"Kid & I, The (2005)",Comedy,2005.0
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,2005.0
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,2005.0
41571,Memoirs of a Geisha (2005),Drama|Romance,2005.0
41573,"Family Stone, The (2005)",Comedy|Drama|Romance,2005.0
41575,"Promise, The (Wu ji) (2005)",Action|Drama|Fantasy,2005.0
41617,Havoc (2005),Crime|Drama|Romance,2005.0
41716,"Matador, The (2005)",Comedy|Drama|Thriller,2005.0
41721,Look Both Ways (2005),Drama|Romance,2005.0
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary,2005.0
41736,7 Seconds (2005),Action|Crime|Thriller,2005.0
41769,Mozart and the Whale (2005),Comedy|Drama|Romance,2005.0
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama,2006.0
41941,"Aura, The (Aura, El) (2005)",Crime|Drama|Thriller,2005.0
41997,Munich (2005),Action|Crime|Drama|Thriller,2005.0
42002,"Producers, The (2005)",Comedy|Musical,2005.0
42004,Transamerica (2005),Adventure|Comedy|Drama,2005.0
42007,Rumor Has It... (2005),Comedy|Drama|Romance,2005.0
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy,2005.0
42011,Fun with Dick and Jane (2005),Comedy|Crime,2005.0
42013,"Ringer, The (2005)",Comedy,2005.0
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance,2005.0
42018,Mrs. Henderson Presents (2005),Comedy|Drama,2005.0
42021,"White Countess, The (2005)",Drama,2005.0
42053,Dirty Love (2005),Comedy|Romance,2005.0
42197,Keeping Mum (2005),Comedy|Crime,2005.0
42208,Paheli (2005),Drama|Fantasy|Musical|Romance,2005.0
42418,"New World, The (2005)",Adventure|Drama|Romance,2005.0
42602,"Boys of Baraka, The (2005)",Documentary,2005.0
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller,2005.0
42721,BloodRayne (2005),Action|Fantasy,2005.0
42723,Hostel (2005),Horror,2005.0
42725,Grandma's Boy (2006),Comedy,2006.0
42728,Tristan & Isolde (2006),Drama|Romance,2006.0
42730,Glory Road (2006),Drama,2006.0
42732,Last Holiday (2006),Comedy,2006.0
42734,Hoodwinked! (2005),Animation|Children|Comedy,2005.0
42738,Underworld: Evolution (2006),Action|Fantasy|Horror,2006.0
42740,Looking for Comedy in the Muslim World (2005),Comedy,2005.0
42935,Riding Alone for Thousands of Miles (Qian li zou dan qi) (2005),Drama,2005.0
42958,Little Manhattan (2005),Children|Comedy|Romance,2005.0
42987,Fingersmith (2005),Crime|Drama|Romance,2005.0
43260,8MM 2 (2005),Drama|Mystery|Thriller,2005.0
43267,On Probation (Tiempo de Valientes) (2005),Action|Comedy,2005.0
43333,Water (2005),Drama|Romance,2005.0
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War,2005.0
43391,Matti: Hell Is for Heroes (Matti) (2006),Comedy|Drama,2006.0
43396,"World's Fastest Indian, The (2005)",Drama,2005.0
43419,Bandidas (2006),Action|Comedy|Crime|Western,2006.0
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama,2005.0
43556,Annapolis (2006),Drama,2006.0
43558,Big Momma's House 2 (2006),Action|Comedy|Crime,2006.0
43560,Nanny McPhee (2005),Children|Comedy|Fantasy,2005.0
43589,"Dark, The (2005)",Horror|Mystery|Thriller,2005.0
43652,"Comedians of Comedy, The (2005)",Comedy|Documentary,2005.0
43679,Final Destination 3 (2006),Horror|Mystery|Thriller,2006.0
43684,Something New (2006),Comedy|Drama|Romance,2006.0
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy|Documentary,2005.0
43744,Imagine Me & You (2005),Comedy|Drama|Romance,2005.0
43828,Sabah (2005),Comedy|Drama|Romance,2005.0
43832,"Call of Cthulhu, The (2005)",Horror|Thriller,2005.0
43836,"Pink Panther, The (2006)",Adventure|Comedy|Crime,2006.0
43853,"Business, The (2005)",Action|Comedy|Crime|Drama|Thriller,2005.0
43869,Curious George (2006),Adventure|Animation|Children|Comedy,2006.0
43871,Firewall (2006),Crime|Drama|Thriller,2006.0
43904,When a Stranger Calls (2006),Horror|Thriller,2006.0
43906,Tamara (2005),Fantasy|Horror|Thriller,2005.0
43908,London (2005),Drama,2005.0
43910,Neil Young: Heart of Gold (2006),Documentary|Musical,2006.0
43912,Freedomland (2006),Crime|Drama,2006.0
43914,Winter Passing (2005),Drama,2005.0
43917,Eight Below (2006),Action|Adventure|Drama|Romance,2006.0
43919,Date Movie (2006),Comedy|Romance,2006.0
43921,Running Scared (2006),Action|Crime|Thriller,2006.0
43923,Tyler Perry's Madea's Family Reunion (2006),Comedy|Drama,2006.0
43926,Doogal (2006),Animation|Children,2006.0
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller,2006.0
43930,Just My Luck (2006),Comedy|Romance,2006.0
43932,Pulse (2006),Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2006.0
43934,Deep Sea 3D (2006),Documentary|IMAX,2006.0
43936,16 Blocks (2006),Crime|Thriller,2006.0
43983,Election (Hak se wui) (2005),Crime|Drama|Thriller,2005.0
43987,Half Light (2006),Romance|Thriller,2006.0
44004,Failure to Launch (2006),Comedy|Romance,2006.0
44020,Ultimate Avengers (2006),Action|Animation|Children|Sci-Fi,2006.0
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy,2006.0
44058,"Big White, The (2005)",Comedy|Crime|Drama,2005.0
44115,Shinobi: Heart Under Blade (2005),Action|Drama|Fantasy|Romance,2005.0
44161,Free Zone (2005),Drama|War,2005.0
44187,"Prince & Me II: The Royal Wedding, The (2006)",Comedy|Romance,2006.0
44189,Ask the Dust (2006),Drama|Romance,2006.0
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,2006.0
44193,She's the Man (2006),Comedy|Romance,2006.0
44195,Thank You for Smoking (2006),Comedy|Drama,2006.0
44197,Find Me Guilty (2006),Comedy|Crime|Drama,2006.0
44199,Inside Man (2006),Crime|Drama|Thriller,2006.0
44204,Tsotsi (2005),Crime|Drama,2005.0
44225,Aquamarine (2006),Children|Comedy|Fantasy,2006.0
44301,Lights in the Dusk (Laitakaupungin valot) (2006),Crime|Drama,2006.0
44397,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,2006.0
44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy,2006.0
44511,Unknown White Male (2005),Documentary,2005.0
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,2006.0
44613,Take the Lead (2006),Drama,2006.0
44633,"Devil and Daniel Johnston, The (2005)",Documentary,2005.0
44663,"Caiman, The (Il caimano) (2006)",Comedy|Drama|Romance,2006.0
44665,Lucky Number Slevin (2006),Crime|Drama|Mystery,2006.0
44671,"Wild Blue Yonder, The (2005)",Sci-Fi,2005.0
44694,Volver (2006),Comedy|Drama,2006.0
44709,Akeelah and the Bee (2006),Drama,2006.0
44724,Urban Legends: Bloody Mary (2005),Horror|Thriller,2005.0
44729,Larry the Cable Guy: Health Inspector (2006),Comedy,2006.0
44731,Stay Alive (2006),Horror|Sci-Fi|Thriller,2006.0
44759,Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller,2006.0
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery,2005.0
44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi,2005.0
44779,Santa's Slay (2005),Comedy|Fantasy|Horror,2005.0
44782,"Dark Hours, The (2005)",Horror|Thriller,2005.0
44788,This Film Is Not Yet Rated (2006),Documentary,2006.0
44800,Fragile (2005),Horror|Thriller,2005.0
44815,ATL (2006),Drama,2006.0
44828,Slither (2006),Comedy|Horror|Sci-Fi,2006.0
44840,"Benchwarmers, The (2006)",Comedy,2006.0
44844,Phat Girlz (2006),Comedy,2006.0
44849,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller,2006.0
44864,Friends with Money (2006),Comedy|Drama|Romance,2006.0
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical,2005.0
44900,Beauty and the Bastard (Tyttö sinä olet tähti) (2005),Drama|Musical|Romance,2005.0
44929,Candy (2006),Drama|Romance,2006.0
44937,"Child, The (L'enfant) (2005)",Crime|Drama,2005.0
44949,Hoot (2006),Children|Comedy,2006.0
44972,Scary Movie 4 (2006),Comedy|Horror,2006.0
44974,Hard Candy (2005),Drama|Thriller,2005.0
45028,"Prairie Home Companion, A (2006)",Comedy|Drama|Musical,2006.0
45030,Even Money (2006),Crime|Drama,2006.0
45062,"Sentinel, The (2006)",Crime|Drama|Thriller,2006.0
45072,"President's Last Bang, The (Geuddae geusaramdeul) (2005)",Comedy|Crime|Drama,2005.0
45074,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy,2006.0
45079,"My Brother's Wife (Mujer de mi hermano, La) (2005)",Drama,2005.0
45081,Silent Hill (2006),Fantasy|Horror|Thriller,2006.0
45100,Battle in Heaven (Batalla en el cielo) (2005),Comedy|Drama|Romance,2005.0
45106,American Dreamz (2006),Comedy|Drama,2006.0
45137,Irresistible (2006),Drama|Thriller,2006.0
45175,Kinky Boots (2005),Comedy|Drama,2005.0
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller,2005.0
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,2006.0
45188,"Wayward Cloud, The (Tian bian yi duo yun) (2005)",Comedy|Drama|Musical,2005.0
45208,RV (2006),Adventure|Children|Comedy,2006.0
45210,United 93 (2006),Crime|Drama,2006.0
45221,Stick It (2006),Comedy,2006.0
45259,Man Push Cart (2005),Drama,2005.0
45361,"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller,2005.0
45382,Down in the Valley (2005),Drama|Romance,2005.0
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,2006.0
45440,Art School Confidential (2006),Comedy|Drama,2006.0
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX,2006.0
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,2006.0
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,2006.0
45501,"Break-Up, The (2006)",Comedy|Drama|Romance,2006.0
45503,Peaceful Warrior (2006),Drama,2006.0
45506,Twelve and Holding (2005),Drama,2005.0
45508,Wah-Wah (2005),Drama,2005.0
45512,Keeping Up with the Steins (2006),Comedy,2006.0
45517,Cars (2006),Animation|Children|Comedy,2006.0
45521,Wassup Rockers (2005),Comedy|Drama,2005.0
45525,"Lost City, The (2005)",Drama,2005.0
45527,Standing Still (2005),Comedy|Drama|Romance,2005.0
45531,Carlito's Way: Rise to Power (Carlito's Way 2: Rise to Power) (2005),Action|Crime|Drama|Thriller,2005.0
45581,Shanghai Dreams (Qing hong) (2005),Drama,2005.0
45635,"Notorious Bettie Page, The (2005)",Drama,2005.0
45639,"Russian Specialist, The (Mechanik, The) (2005)",Action|Drama|Thriller,2005.0
45648,Game 6 (2005),Comedy|Drama,2005.0
45652,American Gun (2005),Drama,2005.0
45656,Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),Comedy|Drama|Romance,2005.0
45658,On a Clear Day (2005),Drama,2005.0
45662,"Omen, The (2006)",Horror|Thriller,2006.0
45664,"King, The (2005)",Drama,2005.0
45666,Nacho Libre (2006),Comedy,2006.0
45668,"Lake House, The (2006)",Drama|Fantasy|Romance,2006.0
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,2006.0
45720,"Devil Wears Prada, The (2006)",Comedy|Drama,2006.0
