movieId,imdbId,tmdbId
46954,498199,81312.0
46957,420555,5070.0
46959,376543,13802.0
46965,417148,326.0
46967,457513,512.0
46970,415306,9718.0
46972,477347,1593.0
46974,469641,1852.0
46976,420223,1262.0
47028,464184,13338.0
47044,430357,82.0
47047,455958,14963.0
47049,396857,9921.0
47084,388505,1986.0
47099,454921,1402.0
47122,455967,9293.0
47124,429589,9906.0
47148,421229,47880.0
47150,456149,31032.0
47200,479884,1948.0
47202,430576,148.0
47221,774095,9951.0
47237,492447,77221.0
47248,426501,52452.0
47250,460902,31979.0
47254,402910,5289.0
47261,448075,9782.0
47264,414853,9907.0
47382,462590,9762.0
47384,383060,14113.0
47394,479647,15049.0
47417,433405,15414.0
47423,468489,7859.0
47446,428856,16998.0
47465,410764,11559.0
47491,418455,1023.0
47503,472582,2168.0
47516,433412,10118.0
47518,384793,9788.0
47525,418832,14174.0
47571,381690,1540.0
47610,443543,1491.0
47629,436697,1165.0
47640,486551,9988.0
47642,462346,24115.0
47644,445990,11652.0
47646,417225,13816.0
47681,425600,4913.0
47725,473753,11227.0
47778,451176,64499.0
47793,436689,24055.0
47805,431213,14597.0
47808,446747,40769.0
47810,450345,9708.0
47815,473024,14351.0
47830,414951,9813.0
47836,446784,27453.0
47894,460989,1116.0
47907,367082,41508.0
47937,464196,5072.0
47940,417189,2566.0
47950,427969,1249.0
47952,475944,9954.0
47970,434139,7511.0
47972,435479,32687.0
47976,427968,14057.0
47978,423169,13075.0
47997,387808,7512.0
47999,486358,1776.0
48001,456470,1963.0
48032,419198,10846.0
48043,414993,1381.0
48082,354899,300.0
48093,439630,16411.0
48142,387877,9676.0
48150,380066,6948.0
48159,430779,15213.0
48161,421206,9766.0
48229,415932,1622.0
48231,410730,15742.0
48262,799954,1666.0
48268,376591,41758.0
48304,472043,1579.0
48319,454824,9664.0
48322,493430,12094.0
48326,405676,1717.0
48342,435623,15624.0
48385,443453,496.0
48389,815181,40862.0
48394,457430,1417.0
48412,406816,4643.0
48414,400717,7484.0
48416,462519,9842.0
48427,337114,36249.0
48516,407887,1422.0
48518,420294,10781.0
48520,424993,9794.0
48522,457495,9978.0
48543,337573,8332.0
48560,439289,7510.0
48584,436262,16548.0
48591,433386,1975.0
48593,483726,9895.0
48596,419946,8975.0
48598,420609,9672.0
48600,430431,15005.0
48626,489247,39183.0
48660,430051,86.0
48673,448909,78479.0
48678,426459,10070.0
48682,499537,13209.0
48696,404203,1440.0
48698,814075,13364.0
48711,805526,18925.0
48713,835046,
48738,455590,1523.0
48741,478049,14201.0
48744,367027,1378.0
48774,206634,9693.0
48780,482571,1124.0
48783,418689,3683.0
48791,434215,14012.0
48817,492492,43673.0
48825,417397,14097.0
48833,416871,59500.0
48856,473488,8194.0
48863,431641,5890.0
48872,475169,6077.0
48877,489270,214.0
48879,437232,1123.0
48883,853096,21173.0
48943,457297,14620.0
48972,407236,21156.0
48982,424095,11619.0
48997,396171,1427.0
49013,452681,13767.0
49016,385057,19109.0
49050,411098,24553.0
49115,439478,55831.0
49121,488539,12486.0
49130,401445,9726.0
49132,811136,2152.0
49205,433442,10093.0
49220,470765,14799.0
49225,457496,29044.0
49263,486585,21710.0
49265,420901,8588.0
49272,381061,36557.0
49274,366548,9836.0
49276,454987,9809.0
49278,453467,7551.0
49280,308055,10741.0
49282,790604,9969.0
49284,499603,2357.0
49286,457939,1581.0
49312,448124,313.0
49314,433387,7873.0
49330,490166,14823.0
49347,460792,8324.0
49396,365830,2179.0
49422,464913,15152.0
49435,393635,14457.0
49524,762121,2447.0
49526,480271,10032.0
49528,454970,9796.0
49530,450259,1372.0
49615,491244,15077.0
49642,488658,18147.0
49644,479965,54910.0
49647,413895,9986.0
49649,449010,2486.0
49651,479143,1246.0
49663,472113,43970.0
49666,422295,18615.0
49735,443431,12795.0
49737,365847,11653.0
49772,446755,14202.0
49793,758794,11170.0
49822,343737,1247.0
49824,443489,1125.0
49856,487503,8436.0
49872,831315,14277.0
49899,478324,11214.0
49910,463998,1646.0
49917,783612,58923.0
49932,460829,1730.0
49957,464049,8618.0
49961,465551,1259.0
50003,398913,9053.0
50005,473444,1494.0
50011,808185,13318.0
50064,452624,182.0
50066,428038,31048.0
50068,498380,1251.0
50147,454082,9656.0
50149,308353,5393.0
50151,763840,14171.0
50153,462229,14396.0
50158,775539,1931.0
50160,482546,13967.0
50162,344854,9992.0
50183,323120,19344.0
50189,808146,8275.0
50259,468526,26518.0
50271,465676,14449.0
50274,489327,13771.0
50279,397551,33375.0
50347,382271,10810.0
50358,461970,38025.0
50379,422133,27095.0
50382,464828,31325.0
50440,772193,4283.0
50442,426883,7457.0
50445,455960,8398.0
50447,783238,13551.0
50482,395585,19166.0
50514,457655,3549.0
50517,497986,25648.0
50533,478160,11225.0
50550,415234,19629.0
50572,373445,12183.0
50583,468795,27337.0
50601,398808,1265.0
50610,453453,14137.0
50628,758743,14891.0
50630,376181,12547.0
50651,822389,13140.0
50658,473434,13365.0
50685,473308,10758.0
50703,846789,26594.0
50705,418004,22473.0
50792,395495,13668.0
50794,475394,7516.0
50796,397044,10075.0
50798,799949,9760.0
50800,425430,9966.0
50802,490084,1257.0
50804,367959,1248.0
50806,477051,9757.0
50842,469754,5206.0
50851,380268,14761.0
50858,441774,1252.0
50872,382932,2062.0
50886,428541,11650.0
50912,401711,2266.0
50923,469263,5172.0
50940,432972,15962.0
50944,478024,13127.0
50954,482527,37725.0
50999,396042,13517.0
51004,469062,22105.0
51007,444182,2016.0
51037,450340,9828.0
51053,379473,71506.0
51063,425601,9958.0
51077,259324,1250.0
51080,401997,4169.0
51082,778661,16555.0
51084,758766,11172.0
51086,481369,3594.0
51088,499554,10090.0
51091,462200,7874.0
51094,375785,14845.0
51103,463903,29965.0
51106,339526,13916.0
51127,449121,22485.0
51167,476735,13393.0
51174,432402,12271.0
51185,461872,17919.0
51187,435680,13185.0
51194,469937,26655.0
51255,425112,4638.0
51304,424938,9695.0
51314,465188,1993.0
51341,474622,97548.0
51412,435705,1738.0
51418,443456,1253.0
51455,301555,15325.0
51457,492466,34389.0
51471,454776,15163.0
51486,418110,14375.0
51498,264323,10845.0
51540,443706,1949.0
51545,425379,11330.0
51569,496436,7006.0
51575,486946,11199.0
51579,420757,9784.0
51596,459929,25530.0
51660,482629,14624.0
51662,416449,1271.0
51666,475937,10790.0
51694,477095,14055.0
51698,768212,2267.0
51705,482088,6691.0
51709,468492,1255.0
51809,468548,31040.0
51834,416508,2977.0
51847,458367,15664.0
51884,433416,16727.0
51903,770772,14434.0
51905,429068,27919.0
51917,465670,11494.0
51925,477071,9963.0
51927,455760,14001.0
51931,490204,2355.0
51933,475355,16385.0
51935,822854,7485.0
51937,800069,9793.0
51939,453556,1273.0
51991,450450,17388.0
52005,382765,4657.0
52016,374089,19495.0
52037,444112,10051.0
52042,389557,9075.0
52078,483578,20527.0
52088,417614,8199.0
52182,459605,192675.0
52189,408318,5177.0
52227,428446,18437.0
52241,427470,8270.0
52245,445934,9955.0
52273,415023,57241.0
52279,422774,10172.0
52281,462322,253768.0
52283,444682,1683.0
52285,476995,10107.0
52287,396555,1267.0
52299,419434,16018.0
52321,479537,13249.0
52328,448134,1272.0
52356,424908,1590.0
52365,424338,32390.0
52375,462338,9903.0
52418,421974,10798.0
52443,493247,14945.0
52448,455957,11515.0
52456,457433,7183.0
52458,486822,8271.0
52460,446013,1534.0
52462,455326,13158.0
52545,492481,20405.0
52548,376196,18777.0
52551,780595,16392.0
52561,794374,17422.0
52579,450188,1407.0
52583,460812,15534.0
52591,445946,1441.0
52604,488120,6145.0
52606,488085,9843.0
52617,835787,54659.0
52644,452702,10294.0
52668,419843,13067.0
52672,427089,10111.0
52694,453451,1268.0
52704,451070,185158.0
52712,435670,9785.0
52715,772178,13280.0
52717,443473,14636.0
52722,413300,559.0
52724,338216,1950.0
52773,436460,24397.0
52781,464038,20525.0
52784,856008,13894.0
52804,432290,18549.0
52806,495596,37933.0
52838,756729,13574.0
52845,486028,13569.0
52858,460505,49081.0
52865,469897,17439.0
52867,458364,13171.0
52885,851578,4977.0
52891,472268,15008.0
52927,477731,27904.0
52929,471030,11705.0
52950,409904,2269.0
52952,480025,11798.0
52967,491747,1919.0
52973,478311,4964.0
52975,427327,2976.0
52980,478337,8421.0
53000,463854,1562.0
53002,791304,13159.0
53004,800003,14547.0
53024,762111,36676.0
53046,129871,10004.0
53084,805185,25395.0
53121,413267,810.0
53123,907657,5723.0
53125,449088,285.0
53127,470705,12526.0
53129,780571,3432.0
53131,389328,1872.0
53133,441007,15568.0
53138,455596,14208.0
53143,444628,24200.0
53154,874423,18902.0
53161,497137,5488.0
53183,482930,15860.0
53187,449303,78057.0
53189,494222,8748.0
53207,411061,3489.0
53280,455362,10063.0
53282,499455,13979.0
53318,460740,12225.0
53322,496806,298.0
53326,465203,10832.0
53342,450680,36143.0
53349,466399,14064.0
53352,450843,13742.0
53416,472259,18206.0
53435,498353,1691.0
53447,842929,1990.0
53460,423294,9408.0
53464,486576,1979.0
53466,479500,14043.0
53468,457572,10288.0
53476,484113,74055.0
53498,487092,45664.0
53519,1028528,1991.0
53550,462504,9952.0
53569,405163,17035.0
53574,473709,17320.0
53578,449851,21427.0
53584,407998,9724.0
53592,461694,1294.0
53651,418091,57425.0
53741,463486,12713.0
53752,486480,25875.0
53769,989000,13120.0
53788,796212,13807.0
53808,490822,11211.0
53859,473360,9815.0
53885,446055,37985.0
53894,386032,2359.0
53912,488953,25150.0
53921,829459,1988.0
53953,450385,3021.0
53956,795368,2196.0
53963,432264,18425.0
53972,337978,1571.0
53974,762114,2959.0
53988,765447,6022.0
53993,413099,2698.0
53996,418279,1858.0
53999,374563,14125.0
54001,373889,675.0
54004,762107,3563.0
54075,837106,13491.0
54094,446687,11404.0
54116,432289,16083.0
54144,469689,27683.0
54171,498311,13402.0
54185,832903,24582.0
54190,445922,4688.0
54193,772157,13337.0
54196,443455,27359.0
54243,342882,44502.0
54248,796314,18632.0
54254,457308,7547.0
54256,787475,10074.0
54259,486655,2270.0
54268,785077,15581.0
54270,461703,14219.0
54272,462538,35.0
54274,897361,5857.0
54276,481141,3638.0
54278,467110,6589.0
54281,423977,8669.0
54284,458522,15934.0
54286,440963,2503.0
54290,804452,14123.0
54326,439810,155386.0
54328,778784,4516.0
54331,796375,8141.0
54341,430768,59995.0
54349,456630,14217.0
54354,478116,54546.0
54372,362225,10795.0
54378,890882,20163.0
54426,809407,24159.0
54491,448927,34588.0
54503,829482,8363.0
54505,488508,4658.0
54510,808331,5956.0
54513,796368,6535.0
54519,434292,1127.0
54536,760187,9847.0
54554,432325,1393.0
54580,431979,12455.0
54607,775566,23495.0
54612,416185,13074.0
54614,825225,17274.0
54617,412535,17350.0
54621,796335,21494.0
54648,293564,5174.0
54686,462396,9703.0
54691,459880,3542.0
54732,424823,9750.0
54734,815244,10760.0
54736,431197,4349.0
54738,486051,14223.0
54745,477078,13068.0
54758,863037,9561.0
54768,462244,14144.0
54771,427392,4858.0
54775,499556,10431.0
54778,775488,15156.0
54780,489237,12435.0
54783,473700,14877.0
54785,373883,2082.0
54787,804461,11835.0
54796,841044,1845.0
54826,430676,14229.0
54881,923752,13958.0
54908,804540,2335.0
54910,437857,10961.0
54934,784972,10071.0
54958,445935,4351.0
54962,810988,12994.0
54967,792965,2882.0
54972,421143,53975.0
54978,484111,13501.0
54988,462721,84242.0
54995,1077258,1992.0
54997,381849,5176.0
54999,465602,4141.0
55020,811106,13173.0
55050,401420,19583.0
55052,783233,4347.0
55061,800022,13529.0
55063,1093842,13241.0
55067,454931,523.0
55069,1032846,2009.0
55071,912593,12901.0
55073,427528,13722.0
55080,476964,4413.0
55094,478134,6973.0
55098,405508,7913.0
55100,466839,15019.0
55110,465436,4629.0
55112,469184,15361.0
55116,455782,5353.0
55118,765443,2252.0
55132,476643,14788.0
55154,283503,13072.0
55156,492499,30365.0
55167,831888,13754.0
55176,925248,14284.0
55178,483812,20308.0
55190,452643,6641.0
55199,770806,15071.0
55205,480269,8414.0
55209,473188,10425.0
55223,498120,24170.0
55232,432021,7737.0
55241,419984,13257.0
55245,452625,10030.0
55247,758758,5915.0
55250,492956,13680.0
55253,808357,4588.0
55255,800027,14313.0
55257,486640,2728.0
55259,484562,2274.0
55261,408839,9038.0
55267,480242,7211.0
55269,838221,4538.0
55272,498399,2001.0
55274,414055,4517.0
55276,465538,4566.0
55278,857265,4520.0
55280,805564,6615.0
55282,389722,4513.0
55284,804522,5125.0
55286,469623,3877.0
55288,831884,8954.0
55290,452623,4771.0
55292,790804,10759.0
55294,758798,14251.0
55298,486572,14848.0
55324,425395,14930.0
55329,466664,9773.0
55343,480011,13538.0
55360,498097,18421.0
55363,443680,4512.0
55391,360323,13197.0
55402,758732,15048.0
55406,446298,14041.0
55408,756672,9898.0
55417,762110,1922.0
55419,464061,41044.0
55440,449018,15669.0
55442,808417,2011.0
55444,421082,5708.0
55451,866437,5951.0
55462,454457,13319.0
55476,356201,90374.0
55485,765451,18613.0
55487,758771,9911.0
55492,454864,15667.0
55498,494834,14753.0
55517,391229,13066.0
55549,961117,27827.0
55553,779982,3603.0
55555,880502,2014.0
55566,906108,17202.0
55577,890870,663.0
55603,780534,9262.0
55620,912583,15651.0
55668,446752,29362.0
55684,821470,20605.0
55687,912592,14279.0
55705,817225,2015.0
55721,861739,7347.0
55726,857355,14421.0
55729,388182,5718.0
55732,415965,5126.0
55737,780583,16126.0
55765,765429,4982.0
55768,389790,5559.0
55805,292963,7972.0
55814,401383,2013.0
55820,477348,6977.0
55826,219171,39127.0
55830,799934,4953.0
55844,496328,10520.0
55851,790706,26336.0
55856,439123,19026.0
55872,426931,5123.0
55901,445336,5817.0
55908,756683,13363.0
55946,891527,4515.0
55955,486583,5375.0
55995,442933,2310.0
55999,457419,2284.0
56001,484740,6639.0
56003,405336,4723.0
56012,910873,16768.0
56028,822849,15006.0
56030,988102,24060.0
56051,425094,34898.0
56060,284363,12555.0
56069,878695,13561.0
56079,780608,13168.0
56093,488478,20714.0
56095,995829,11148.0
56102,1135489,18312.0
56141,792966,17460.0
56145,884328,5876.0
56152,461770,4523.0
56156,465494,1620.0
56158,937375,15250.0
56165,804516,13474.0
56167,1024943,8079.0
56169,211933,13483.0
56171,385752,2268.0
56174,480249,6479.0
56176,952640,6477.0
56251,471711,7249.0
56274,757361,13998.0
56286,368794,3902.0
56333,775529,8272.0
56336,804555,13186.0
56339,464141,6537.0
56367,467406,7326.0
56370,438859,1874.0
56379,762117,33003.0
56389,765120,1989.0
56449,413879,24123.0
56456,411269,28522.0
56490,775438,25740.0
56508,758784,13076.0
56511,937237,11600.0
56513,830968,35237.0
56515,912580,13023.0
56551,462579,46902.0
56561,819354,10884.0
56563,847817,13348.0
56570,425236,64942.0
56574,433398,25784.0
56580,1029172,22452.0
56587,825232,7350.0
56599,977649,66110.0
56607,419887,7979.0
56614,443844,45126.0
56616,424789,52473.0
56620,810823,12171.0
56624,439511,157373.0
56631,456121,13299.0
56633,489664,13250.0
56671,479289,9867.0
56691,443527,15495.0
56700,473356,14148.0
56702,448154,48737.0
56715,477139,13198.0
56719,478829,14804.0
56744,759612,36328.0
56748,460721,23817.0
56757,408236,13885.0
56775,465234,6637.0
56779,855824,12130.0
56782,469494,7345.0
56788,472062,6538.0
56801,758730,440.0
56805,841046,6575.0
56835,417056,19213.0
56837,450972,19103.0
56846,960790,6076.0
56869,489458,40860.0
56885,427309,14047.0
56888,461804,1488.0
56908,490579,14118.0
56915,760329,54318.0
56921,991178,69315.0
56941,431308,6023.0
56945,841032,26990.0
56949,988595,6557.0
56995,893356,17181.0
57044,439547,49367.0
57147,795493,4787.0
57171,463850,21847.0
57179,424287,33358.0
57183,986264,7508.0
57223,372873,10253.0
57236,462392,44434.0
57243,1032856,5259.0
57269,492463,47841.0
57274,1038988,8329.0
57276,259822,14062.0
57291,423382,49717.0
57326,460780,2312.0
57353,780516,13195.0
57359,456041,30535.0
57368,1060277,7191.0
57370,951216,12085.0
57378,345461,24624.0
57393,399095,4170.0
57401,896798,13252.0
57421,422401,11908.0
57426,887719,15017.0
57432,857295,8875.0
57439,480001,37780.0
57453,848542,18290.0
57464,760311,10247.0
57504,808506,14069.0
57509,837803,15053.0
57520,479968,6933.0
57522,486578,14423.0
57526,880578,8090.0
57528,462499,7555.0
57530,770810,16988.0
57532,1073498,7278.0
57534,406759,9030.0
57536,489282,14220.0
57538,785007,13160.0
57637,780607,13059.0
57640,411477,11253.0
57655,480251,38007.0
57669,780536,8321.0
57754,814666,62652.0
57778,870112,19275.0
57792,825236,7973.0
57805,816616,15020.0
57811,970184,34981.0
57843,901507,13054.0
57845,800099,18893.0
57848,780492,55294.0
57865,484877,7839.0
57910,780622,13121.0
57942,497876,13315.0
57946,468820,42041.0
57949,494652,13490.0
57951,770752,8676.0
57964,780486,12855.0
57970,892375,37003.0
57972,460766,15030.0
57980,945356,12167.0
57996,436607,20520.0
58025,489099,8247.0
58029,807054,7992.0
58033,937347,14105.0
58047,832266,8390.0
58078,485851,13641.0
58084,872224,18652.0
58103,443274,7461.0
58105,416236,8204.0
58107,1023481,8328.0
58111,449994,14073.0
58136,826547,25919.0
58146,1001562,15365.0
58154,467200,12184.0
58156,839980,13260.0
58162,425413,7942.0
58185,1097256,38052.0
58191,854678,13362.0
